yintercept	PANEL
106.688125	1
106.688125	1
106.688125	1
106.688125	1
106.688125	1
106.688125	1
106.688125	1
106.688125	1
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
3.33262499999853	2
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.774000000001	3
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
2.61743749999989	4
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
4.30981249999958	5
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
6.53437500000181	6
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
3.96118749999913	7
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
2.94618750000094	8
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
35.5954375000017	9
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
4.23825000000049	10
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
9.08687499999501	11
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
3.30668750000226	12
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
4.45612500000092	13
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
5.0288749999993	14
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
6.5142500000014	15
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
4.31593750000217	16
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
9.28249999999955	17
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
7.51468750000075	18
